pack,tier,artist,title,from_movie_show,explicit,plays_in_game,deezer_id,verdict_keep_or_cut,notes
"Road Trip","Free","The White Stripes","Seven Nation Army","","","yes","1153182282","",""
"Road Trip","Free","The Wombats","Greek Tragedy (Oliver Nelson TikTok Remix)","","","yes","1205212482","",""
"Road Trip","Free","The Wrecks","Favorite Liar","","","yes","141822155","",""
"Road Trip","Free","Third Eye Blind","Semi-Charmed Life","","","yes","366916761","",""
"Road Trip","Free","Tina Turner","The Best","","","yes","3142379","",""
"Road Trip","Free","Tina Turner","What's Love Got to Do with It","","","yes","3120266","",""
"Road Trip","Free","Tom Odell","Another Love","","YES","no - explicit","65723649","",""
"Road Trip","Free","Tom Petty","Love Is A Long Road","","","yes","2303729","",""
"Road Trip","Free","Tom Petty And The Heartbreakers","American Girl","","","yes","588236252","",""
"Road Trip","Free","Tom Waits","Ol' 55","","","yes","447698162","",""
"Road Trip","Free","Tourist","We Stayed Up All Night","","","yes","1225177072","",""
"Road Trip","Free","Tracy Chapman","Fast Car","","","yes","2271563","",""
"Road Trip","Free","Twenty One Pilots","Level of Concern","","","yes","926340752","",""
"Road Trip","Free","Two Door Cinema Club","What You Know","","","yes","3025869961","",""
"Road Trip","Free","Two Feet","Fire In My Head","","","yes","1875452557","",""
"Road Trip","Free","Tyla","Water","","","yes","2381294455","",""
"Road Trip","Free","Tyler Bryant & The Shakedown","Sho Been Worse","","","yes","2125579767","",""
"Road Trip","Free","Uncle Kracker","Drift Away","","","yes","661836","",""
"Road Trip","Free","Vampire Weekend","Capricorn","","","yes","2660011372","",""
"Road Trip","Free","Vampire Weekend","Harmony Hall","","","yes","622127052","",""
"Road Trip","Free","Vampire Weekend","This Life","","","yes","672770882","",""
"Road Trip","Free","Van Halen","Jump (2015 Remaster)","","","yes","97098410","",""
"Road Trip","Free","Van Halen","Panama (2015 Remaster)","","","yes","97098412","",""
"Road Trip","Free","Vance Joy","Riptide","","","yes","83841464","",""
"Road Trip","Free","Vanessa Carlton","A Thousand Miles","","","yes","983832","",""
"Road Trip","Free","WALK THE MOON","Anna Sun","","","yes","34792281","",""
"Road Trip","Free","WALK THE MOON","Shut Up and Dance","","","yes","90326361","",""
"Road Trip","Free","WALK THE MOON","Work This Body","","","yes","90326371","",""
"Road Trip","Free","Warren Zeiders","God Only Knows","","","yes","2305066765","",""
"Road Trip","Free","Warren Zevon","Werewolves of London","","","yes","773638","",""
"Road Trip","Free","Waxahatchee","Crowbar","","","yes","2582917872","",""
"Road Trip","Free","Weathers","Happy Pills","","","yes","125972419","",""
"Road Trip","Free","Weezer","Island In The Sun","","","yes","2544628","",""
"Road Trip","Free","Wet Leg","pokemon","","","yes","3285890771","",""
"Road Trip","Free","Wet Willie","Keep On Smilin'","","","yes","4707629","",""
"Road Trip","Free","Whitney Houston","How Will I Know","","","yes","5181151","",""
"Road Trip","Free","Widespread Panic","Ain't Life Grand","","","yes","76189787","",""
"Road Trip","Free","Wilco","Evicted","","","yes","2459278945","",""
"Road Trip","Free","Wilco","Love Is Everywhere (Beware)","","","yes","2310023105","",""
"Road Trip","Free","Wild Cub","Thunder Clatter","","","yes","3876551501","",""
"Road Trip","Free","Wilderado","Take Some Time","","","yes","1900201727","",""
"Road Trip","Free","Winnetka Bowling League","Slow Dances","","","yes","655324822","",""
"Road Trip","Free","WizTheMc","Show Me Love","","","yes","3187953971","",""
"Road Trip","Free","Xavier Polycarpe","Life on Blue","","","yes","3048349871","",""
"Road Trip","Free","Yael Naim","New Soul","","","yes","605635722","",""
"Road Trip","Free","Yes","Owner of a Lonely Heart","","","yes","3613215","",""
"Road Trip","Free","Yoa","Moi","","","yes","3923487151","",""
"Road Trip","Free","Young The Giant","Heat of the Summer","","","yes","565639062","",""
"Road Trip","Free","Zach Bryan","East Side of Sorrow","","YES","no - explicit","2417266215","",""
"Road Trip","Free","Zara Larsson","Lush Life","","","yes","144389048","",""
"Songs from Movies","Free","*NSYNC","Better Place (From TROLLS Band Together)","Trolls Band Together","","yes","2470902971","",""
"Songs from Movies","Free","*NSYNC","Bye Bye Bye","Deadpool & Wolverine","","yes","2930817891","",""
"Songs from Movies","Free","2CELLOS","Misirlou (Theme From Pulp Fiction)","Pulp Fiction","","yes","12241561","",""
"Songs from Movies","Free","4*TOWN (From Disney and Pixar’s Turning Red)","Nobody Like U","Turning Red","","yes","1675161847","",""
"Songs from Movies","Free","a-ha","The Living Daylights","The Living Daylights","","yes","4094807","",""
"Songs from Movies","Free","Aaron Tveit","Do You Hear The People Sing?","Les Misérables","","yes","392046272","",""
"Songs from Movies","Free","ABBA","Dancing Queen","Mamma Mia","","yes","884025","",""
"Songs from Movies","Free","ABBA","Gimme! Gimme! Gimme! (A Man After Midnight)","Mamma Mia!","","yes","884041","",""
"Songs from Movies","Free","ABBA","Lay All Your Love On Me","Mamma Mia","","yes","76376863","",""
"Songs from Movies","Free","ABBA","Mamma Mia","Mamma Mia","","yes","884030","",""
"Songs from Movies","Free","ABBA","Super Trouper","Mamma Mia","","yes","884033","",""
"Songs from Movies","Free","ABBA","Take A Chance On Me","Mamma Mia","","yes","884028","",""
"Songs from Movies","Free","ABBA","The Winner Takes It All","Mamma Mia","","yes","884035","",""
"Songs from Movies","Free","ABBA","Voulez-Vous","Mamma Mia","","yes","884040","",""
"Songs from Movies","Free","Adam Levine","Lost Stars","Begin Again","","yes","100004610","",""
"Songs from Movies","Free","Adele","Skyfall","Skyfall","","yes","82715364","",""
"Songs from Movies","Free","Aerosmith","I Don't Want to Miss a Thing (From ""Armageddon"" Soundtrack)","Armageddon","","yes","70631608","",""
"Songs from Movies","Free","American Authors","Best Day Of My Life","The Secret Life of Walter Mitty","","yes","75711295","",""
"Songs from Movies","Free","Andy Williams","Moon River (From ""Breakfast at Tiffany's"")","Breakfast at Tiffany's","","yes","1080849","",""
"Songs from Movies","Free","Angela Lansbury","Beauty and the Beast","Beauty and the Beast","","yes","2381496005","",""
"Songs from Movies","Free","Anna Kendrick","Cups (Pitch Perfect’s “When I’m Gone”) (Pop Version)","Pitch Perfect","","yes","1007284052","",""
"Songs from Movies","Free","Anna Kendrick","True Colors (Film Version)","Trolls","","yes","132635828","",""
"Songs from Movies","Free","Anne Hathaway","I Dreamed A Dream (From ""Les Misérables"")","Les Misérables","","yes","63041537","",""
"Songs from Movies","Free","Anthony Gonzalez","Un Poco Loco","Coco","","yes","424600042","",""
"Songs from Movies","Free","Ariana DeBose","This Wish","Wish","","yes","2536769101","",""
"Songs from Movies","Free","Ariana Grande","Beauty and the Beast","Beauty and the Beast","","yes","144130194","",""
"Songs from Movies","Free","Ariana Grande","Popular","Wicked","","yes","3100316021","",""
"Songs from Movies","Free","Ariana Grande","What Is This Feeling?","Wicked","","yes","3100315991","",""
"Songs from Movies","Free","Auli'i Cravalho","How Far I'll Go","Moana","","yes","136340808","",""
"Songs from Movies","Free","B. J. Thomas","Raindrops Keep Fallin' On My Head","Butch Cassidy and the Sundance Kid","","yes","108312866","",""
"Songs from Movies","Free","Bananarama","Cruel Summer","The Karate Kid","","yes","421388782","",""
"Songs from Movies","Free","Barbra Streisand","Evergreen (Love Theme from ""A Star Is Born"")","A Star Is Born","","yes","848945","",""
"Songs from Movies","Free","Becky G","The Fire Inside (From The Original Motion Picture ""Flamin' Hot"")","Flamin' Hot","","yes","2296315475","",""
"Songs from Movies","Free","Bee Gees","Night Fever (From ""Saturday Night Fever"" Soundtrack)","Saturday Night Fever","","yes","139138751","",""
"Songs from Movies","Free","Bee Gees","Stayin Alive","Saturday Night Fever","","yes","139138743","",""
"Songs from Movies","Free","Bee Gees","You Should Be Dancing","Saturday Night Fever","","yes","350027741","",""
"Songs from Movies","Free","Ben E. King","Stand By Me","Stand By Me","","yes","136710424","",""
"Songs from Movies","Free","Berlin","Take My Breath Away (Love Theme from ""Top Gun"")","Top Gun","","yes","7675055","",""
"Songs from Movies","Free","Bette Midler","Wind Beneath My Wings","Beaches","","yes","3616256","",""
"Songs from Movies","Free","Beyoncé","Be Alive (Original Song from the Motion Picture ""King Richard"")","King Richard","","yes","1549017842","",""
"Songs from Movies","Free","Beyoncé","SPIRIT (From Disney's ""The Lion King"")","The Lion King","","yes","715555892","",""
"Songs from Movies","Free","Big Mountain","Baby, I Love Your Way","Reality Bites","","yes","846215","",""
"Songs from Movies","Free","Bill Medley","(I've Had) The Time Of My Life (theme from the motion picture ""Dirty Dancing"")","Dirty Dancing","","yes","93592720","",""
"Songs from Movies","Free","Bill Withers","Lean on Me","Lean on Me","","yes","7634915","",""
"Songs from Movies","Free","Billie Eilish","No Time To Die","No Time to Die","","yes","877873612","",""
"Songs from Movies","Free","Billie Eilish","What Was I Made For? (From The Motion Picture ""Barbie"")","Barbie","","yes","2373296565","",""
"Songs from Movies","Free","Blackway","What's Up Danger","Spider-Man: Into the Spider-Verse","","yes","602456542","",""
"Songs from Movies","Free","blink-182","All The Small Things","American Pie","","yes","127354207","",""
"Songs from Movies","Free","Blondie","Call Me","American Gigolo","","yes","3121749","",""
"Songs from Movies","Free","Blue Öyster Cult","(Don't Fear) The Reaper","Halloween","","yes","82692320","",""
"Songs from Movies","Free","Blue Swede","Hooked On A Feeling","Guardians of the Galaxy","","yes","3402413","",""
"Songs from Movies","Free","Bob Seger & The Silver Bullet Band","Old Time Rock & Roll","Risky Business","","yes","2548061582","",""
"Songs from Movies","Free","Bruce Springsteen","Streets of Philadelphia","Philadelphia","","yes","900973","",""
"Songs from Movies","Free","Carlos Vives","Colombia, Mi Encanto","Encanto","","yes","1550821812","",""
"Songs from Movies","Free","Carmen Twillie","Circle of Life","The Lion King","","yes","24307571","",""
"Songs from Movies","Free","Carolina Gaitán - La Gaita","We Don't Talk About Bruno","Encanto","","yes","1550821762","",""
"Songs from Movies","Free","Cee-Lo","Kung Fu Fighting","Kung Fu Panda","","yes","623727802","",""
"Songs from Movies","Free","Céline Dion","All By Myself","Bridget Jones's Diary","","yes","714269242","",""
"Songs from Movies","Free","Céline Dion","Ashes (from ""Deadpool 2"" Motion Picture Soundtrack)","Deadpool 2","","yes","495635702","",""
"Songs from Movies","Free","Céline Dion","Beauty and the Beast (from the Soundtrack ""Beauty and the Beast"")","Beauty and the Beast","","yes","1016712","",""
"Songs from Movies","Free","Céline Dion","Because You Loved Me (Theme from ""Up Close and Personal"")","Up Close and Personal","","yes","14552288","",""
"Songs from Movies","Free","Céline Dion","My Heart Will Go On (Love Theme from ""Titanic"")","Titanic","","yes","14552280","",""
"Songs from Movies","Free","Charli xcx","Boom Clap","The Fault in Our Stars","","yes","79590714","",""
"Songs from Movies","Free","Charli xcx","Speed Drive (From Barbie The Album)","Barbie","","yes","2346329675","",""
"Songs from Movies","Free","Cher","Believe","The Polar Express","","yes","786717","",""
"Songs from Movies","Free","Cher","The Shoop Shoop Song (It's In His Kiss)","Mermaids","","yes","540169472","",""
"Songs from Movies","Free","Chris Cornell","You Know My Name (From ""Casino Royale"" Soundtrack)","Casino Royale","","yes","584262412","",""
"Songs from Movies","Free","Christina Aguilera","Reflection (2020) (From ""Mulan"")","Mulan","","yes","1061381302","",""
"Songs from Movies","Free","Christina Perri","a thousand years","The Twilight Saga: Breaking Dawn","","yes","14499484","",""
"Songs from Movies","Free","Christopher Cross","Arthur's Theme (Best That You Can Do)","Arthur","","yes","3872734","",""
"Songs from Movies","Free","Chuck Berry","You Never Can Tell","Pulp Fiction","","yes","646290952","",""
"Songs from Movies","Free","Coldplay","Atlas (From “The Hunger Games: Catching Fire” Soundtrack)","The Hunger Games: Catching Fire","","yes","70412451","",""
"Songs from Movies","Free","Counting Crows","Accidentally In Love (From ""Shrek 2"" Soundtrack)","Shrek 2","","yes","145425722","",""
"Songs from Movies","Free","Cyndi Lauper","The Goonies 'R' Good Enough (From ""The Goonies"" Soundtrack)","The Goonies","","yes","7398947","",""
"Songs from Movies","Free","Cynthia Erivo","Defying Gravity","Wicked","","yes","3100316061","",""
"Songs from Movies","Free","Cynthia Erivo","Stand Up (from Harriet)","Harriet","","yes","923233352","",""
"Songs from Movies","Free","Daryl Hall & John Oates","You Make My Dreams (Come True)","500 Days of Summer","","yes","546004","",""
"Songs from Movies","Free","David Guetta","Titanium (feat. Sia)","Battleship","","yes","62847142","",""
"Songs from Movies","Free","DeBarge","Rhythm Of The Night","The Last Dragon","","yes","75392184","",""
"Songs from Movies","Free","Def Leppard","Pour Some Sugar On Me","Rock of Ages","","yes","447552822","",""
"Songs from Movies","Free","Denez Prigent","Gortoz A Ran","Black Hawk Down","","yes","548844302","",""
"Songs from Movies","Free","Deniece Williams","Let's Hear It for the Boy (From ""Footloose"" Soundtrack)","Footloose","","yes","134012980","",""
"Songs from Movies","Free","Derek & The Dominos","Layla","Goodfellas","","yes","1175612","",""
"Songs from Movies","Free","Des'ree","I'm Kissing You","Romeo + Juliet","","yes","866832","",""
"Songs from Movies","Free","Diane Guerrero","What Else Can I Do?","Encanto","","yes","1550821772","",""
"Songs from Movies","Free","Diddy","I'll Be Missing You (feat. Faith Evans & 112) (2014 Remaster)","No Way Out","","yes","82487070","",""
"Songs from Movies","Free","Dido","Thank You","Sliding Doors","","yes","962173","",""
"Songs from Movies","Free","Dire Straits","Money for Nothing","Kingsman: The Secret Service","","yes","84885581","",""
"Songs from Movies","Free","Disney","Zoo (From ""Zootopia 2"")","Zootopia 2","","yes","3589406821","",""
"Songs from Movies","Free","Dolly Parton","9 to 5","9 to 5","","yes","992937","",""
"Songs from Movies","Free","Dominic Fike","Mona Lisa (Spider-Man: Across the Spider-Verse)","Spider-Man: Across the Spider-Verse","","yes","2306468735","",""
"Songs from Movies","Free","Donna Summer","Last Dance","Thank God It's Friday","","yes","538708842","",""
"Songs from Movies","Free","Donny Osmond","I'll Make a Man Out of You","Mulan","","yes","1377537512","",""
"Songs from Movies","Free","Dua Lipa","Dance The Night (From Barbie The Album)","Barbie","","yes","2299840635","",""
"Songs from Movies","Free","Dua Lipa","Swan Song (From the Motion Picture ""Alita: Battle Angel"")","Alita: Battle Angel","","yes","620692342","",""
"Songs from Movies","Free","Duran Duran","A View to a Kill","A View to a Kill","","yes","3130429","",""
"Songs from Movies","Free","Dusty Springfield","The Look Of Love","Casino Royale","","yes","137751717","",""
"Songs from Movies","Free","Dwayne Johnson","You're Welcome","Moana","","yes","136340814","",""
"Songs from Movies","Free","Echo and the Bunnymen","Bring on the Dancing Horses","Pretty in Pink","","yes","751146","",""
"Songs from Movies","Free","Ed Sheeran","All of the Stars","The Fault in Our Stars","","yes","2833935152","",""
"Songs from Movies","Free","Eddie Vedder","Society","Into the Wild","","yes","407643972","",""
"Songs from Movies","Free","Electric Light Orchestra","Mr. Blue Sky","Guardians of the Galaxy","","yes","112662184","",""
"Songs from Movies","Free","Electric Light Orchestra","Xanadu feat Olivia Newton-John","Xanadu","","yes","144469622","",""
"Songs from Movies","Free","Ellie Goulding","Love Me Like You Do (From ""Fifty Shades Of Grey"")","Fifty Shades of Grey","","yes","111780476","",""
"Songs from Movies","Free","Elton John","(I'm Gonna) Love Me Again","Rocketman","","yes","682049832","",""
"Songs from Movies","Free","Elton John","Can You Feel the Love Tonight","The Lion King","","yes","3117869","",""
"Songs from Movies","Free","Elton John","I'm Still Standing","Sing","","yes","1171163","",""
"Songs from Movies","Free","Elton John","Tiny Dancer","Almost Famous","","yes","1151503","",""
"Songs from Movies","Free","Elton John","Your Song","Moulin Rouge!","","yes","880181","",""
"Songs from Movies","Free","Elvis Costello","She","Notting Hill","","yes","62471842","",""
"Songs from Movies","Free","Elvis Presley","Hound Dog","Elvis","","yes","17479889","",""
"Songs from Movies","Free","Emiliana Torrini","Gollum's Song","The Lord of the Rings: The Two Towers","","yes","783658","",""
"Songs from Movies","Free","Emily Blunt","The Place Where Lost Things Go","Mary Poppins Returns","","yes","598759712","",""
"Songs from Movies","Free","Eminem","Lose Yourself","8 Mile","YES","no - explicit","1109731","",""
"Songs from Movies","Free","Emma Stone","Audition (The Fools Who Dream)","La La Land","","yes","137727933","",""
"Songs from Movies","Free","Emma Stone","Someone In The Crowd","La La Land","","yes","137727913","",""
"Songs from Movies","Free","Eric Carmen","Hungry Eyes (From ""Dirty Dancing"" Soundtrack)","Dirty Dancing","","yes","13128242","",""
"Songs from Movies","Free","Eric Weissberg","Dueling Banjos","Deliverance","","yes","724941","",""
"Songs from Movies","Free","Fall Out Boy","Immortals","Big Hero 6","","yes","92872170","",""
"Songs from Movies","Free","Fergie","A Little Party Never Killed Nobody (All We Got) (Paige Festival Remix)","The Great Gatsby","","yes","69272693","",""
"Songs from Movies","Free","Fun.","We Are Young (feat. Janelle Monáe)","The Perks of Being a Wallflower","","yes","16501728","",""
"Songs from Movies","Free","Galt MacDermot","Aquarius","Hair","","yes","967017","",""
"Songs from Movies","Free","Gene Wilder","Pure Imagination (From ""Willy Wonka & The Chocolate Factory"" Soundtrack)","Willy Wonka and the Chocolate Factory","","yes","2122407","",""
"Songs from Movies","Free","Glen Hansard","Falling Slowly","Once","","yes","15439785","",""
"Songs from Movies","Free","Glenn Frey","The Heat Is On (From ""Beverly Hills Cop"" Soundtrack)","Beverly Hills Cop","","yes","471585092","",""
"Songs from Movies","Free","Gloria Gaynor","I Will Survive (1981 Re-recording)","The First Wives Club","","yes","10769094","",""
"Songs from Movies","Free","Green Day","21 Guns","Transformers: Revenge of the Fallen","","yes","3087241","",""
"Songs from Movies","Free","Guns N' Roses","Live And Let Die","Live and Let Die","","yes","1169676","",""
"Songs from Movies","Free","Guns N' Roses","You Could Be Mine","Terminator 2","","yes","505510312","",""
"Songs from Movies","Free","H.E.R.","Fight For You (From the Original Motion Picture ""Judas and the Black Messiah"")","Judas and the Black Messiah","","yes","1239056682","",""
"Songs from Movies","Free","Haddaway","What Is Love (7” Mix)","A Night at the Roxbury","","yes","3786149242","",""
"Songs from Movies","Free","Halsey","Could Have Been Me","Sing 2","","yes","1584913472","",""
"Songs from Movies","Free","Hans Zimmer","Hoist the Colours (From ""Pirates of the Caribbean: At World's End""/Soundtrack Version)","Pirates of the Caribbean","","yes","4234123","",""
"Songs from Movies","Free","Harry Belafonte","Banana Boat (Day-O)","Beetlejuice","","yes","1075589","",""
"Songs from Movies","Free","Harry Belafonte","Jump in the Line","Beetlejuice","","yes","959903","",""
"Songs from Movies","Free","Harry Connick Jr.","It Had to Be You (Big Band and Vocals)","When Harry Met Sally","","yes","1055631","",""
"Songs from Movies","Free","Harry Nilsson","Everybody's Talkin' (From ""Midnight Cowboy"")","Midnight Cowboy","","yes","417842972","",""
"Songs from Movies","Free","Henry Mancini","Moon River","Breakfast at Tiffany's","","yes","3813527482","",""
"Songs from Movies","Free","Huey Lewis & The News","Hip To Be Square","American Psycho","","yes","3121967","",""
"Songs from Movies","Free","Huey Lewis & The News","The Power Of Love","Back to the Future","","yes","3116046","",""
"Songs from Movies","Free","Hugh Jackman","From Now On","The Greatest Showman","","yes","435175552","",""
"Songs from Movies","Free","Hugh Jackman","Suddenly","Les Misérables","","yes","63041541","",""
"Songs from Movies","Free","Hugh Jackman","The Greatest Show","The Greatest Showman","","yes","435175452","",""
"Songs from Movies","Free","HUNTR/X","Golden","KPop Demon Hunters","","yes","3412534581","",""
"Songs from Movies","Free","HUNTR/X","How It’s Done","KPop Demon Hunters","","yes","3412534551","",""
"Songs from Movies","Free","Idina Menzel","Into the Unknown","Frozen 2","","yes","803932592","",""
"Songs from Movies","Free","Idina Menzel","Let It Go (From ""Frozen""/Soundtrack Version)","Frozen","","yes","72371930","",""
"Songs from Movies","Free","Idina Menzel","Show Yourself","Frozen 2","","yes","803932632","",""
"Songs from Movies","Free","Imagine Dragons","Demons","The Host","","yes","58071451","",""
"Songs from Movies","Free","INXS","Good Times (with Jimmy Barnes)","The Lost Boys","","yes","14617160","",""
"Songs from Movies","Free","Irene Cara","Fame","Fame","","yes","647797132","",""
"Songs from Movies","Free","Irene Cara","Flashdance...What a Feeling (Radio Edit)","Flashdance","","yes","62419007","",""
"Songs from Movies","Free","Isaac Hayes","Theme From ""Shaft"" (Remastered 1991 Album Version)","Shaft","","yes","2191765","",""
"Songs from Movies","Free","Jack Black","Peaches","The Super Mario Bros. Movie","","yes","2208355417","",""
"Songs from Movies","Free","Jackson Browne","Somebody's Baby","Fast Times at Ridgemont High","","yes","6620918","",""
"Songs from Movies","Free","James Brown","Living in America (From ""Rocky IV"" Soundtrack)","Rocky IV","","yes","576436","",""
"Songs from Movies","Free","James Newton Howard","The Hanging Tree (From ""The Hunger Games: Mockingjay"" Soundtrack)","The Hunger Games: Mockingjay","","yes","90379179","",""
"Songs from Movies","Free","Jason Segel","Man Or Muppet","The Muppets","","yes","14457236","",""
"Songs from Movies","Free","Jay Rock","King's Dead","Black Panther","YES","no - explicit","456965102","",""
"Songs from Movies","Free","JAŸ-Z","No Church In The Wild (Album Version Edited)","The Great Gatsby","","yes","65601534","",""
"Songs from Movies","Free","Jemaine Clement","Shiny","Moana","","yes","136340816","",""
"Songs from Movies","Free","Jennifer Hudson","Love You I Do","Dreamgirls","","yes","13785214","",""
"Songs from Movies","Free","Jennifer Hudson","Memory (From The Motion Picture Soundtrack ""Cats"")","Cats","","yes","826858182","",""
"Songs from Movies","Free","Jerry Lee Lewis","Great Balls Of Fire","Great Balls of Fire","","yes","2298341","",""
"Songs from Movies","Free","Jessica Darrow","Surface Pressure","Encanto","","yes","1550821752","",""
"Songs from Movies","Free","Jessie J","Flashlight (From ""Pitch Perfect 2"" Soundtrack)","Pitch Perfect 2","","yes","105708778","",""
"Songs from Movies","Free","Jimmy Cliff","I Can See Clearly Now","Cool Runnings","","yes","830196","",""
"Songs from Movies","Free","Jodi Benson","Part of Your World","The Little Mermaid","","yes","145187390","",""
"Songs from Movies","Free","Joe Cocker","Up Where We Belong (From ""An Officer And A Gentleman"")","An Officer And A Gentleman","","yes","906585","",""
"Songs from Movies","Free","John Parr","St. Elmos Fire (Man in Motion)","St. Elmo's Fire - Music From The","","yes","6410074","",""
"Songs from Movies","Free","John Travolta","You're The One That I Want (From “Grease”)","Grease","","yes","781563062","",""
"Songs from Movies","Free","John Williams","Double Trouble","Harry Potter and the Prisoner of Azkaban","","yes","2794919","",""
"Songs from Movies","Free","John Williams","We Go Together","Grease","","yes","831930952","",""
"Songs from Movies","Free","Jorge Drexler","Al otro lado del río","The Motorcycle Diaries","","yes","3860459","",""
"Songs from Movies","Free","Josh Groban","Evermore","Beauty and the Beast","","yes","144130196","",""
"Songs from Movies","Free","Journey","Any Way You Want It (2024 Remaster)","Rock of Ages","","yes","534466","",""
"Songs from Movies","Free","Journey","Only the Young (2024 Remaster)","Vision Quest","","yes","534461","",""
"Songs from Movies","Free","Judy Garland","Over the Rainbow","The Wizard of Oz","","yes","5283333","",""
"Songs from Movies","Free","Judy Kuhn","Colors of the Wind","Pocahontas","","yes","122832120","",""
"Songs from Movies","Free","Judy Kuhn","Just Around the Riverbend","Pocahontas","","yes","122832110","",""
"Songs from Movies","Free","Juice Newton","Angel Of The Morning","Deadpool","","yes","3127743","",""
"Songs from Movies","Free","Julie Fowlis","Touch The Sky","Brave","","yes","35087811","",""
"Songs from Movies","Free","Justin Timberlake","CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","Trolls","","yes","132635814","",""
"Songs from Movies","Free","Karla Devito","We Are Not Alone","The Breakfast Club","","yes","2514044","",""
"Songs from Movies","Free","Katy Perry","Roar","Katy Perry: Part of Me","","yes","71645431","",""
"Songs from Movies","Free","Kavinsky","Nightcall","Drive","","yes","62496771","",""
"Songs from Movies","Free","Keala Settle","This Is Me","The Greatest Showman","","yes","435175512","",""
"Songs from Movies","Free","Kendrick Lamar","All The Stars (From ""Black Panther: The Album"")","Black Panther","YES","no - explicit","456965032","",""
"Songs from Movies","Free","Kenny Loggins","Danger Zone (From ""Top Gun"" Original Soundtrack)","Top Gun","","yes","7675051","",""
"Songs from Movies","Free","Kenny Loggins","Footloose (From ""Footloose"" Soundtrack)","Footloose","","yes","134012978","",""
"Songs from Movies","Free","Kenny Loggins","I'm Alright (Theme from ""Caddyshack"")","Caddyshack","","yes","91018575","",""
"Songs from Movies","Free","Kenny Loggins","I'm Free (Heaven Helps the Man) (From ""Footloose"" Soundtrack)","Footloose","","yes","91018581","",""
"Songs from Movies","Free","Kenny Loggins","Playing with the Boys (From ""Top Gun"" Original Soundtrack)","Top Gun","","yes","7675053","",""
"Songs from Movies","Free","Kenny Rogers & The First Edition","Just Dropped In (To See What Condition My Condition Is In)","The Big Lebowski","","yes","78479821","",""
"Songs from Movies","Free","Kermit","Rainbow Connection (From ""The Muppet Movie""/Soundtrack Version)","The Muppet Movie","","yes","69703332","",""
"Songs from Movies","Free","Kristen Bell","Do You Want to Build a Snowman? (From ""Frozen""/Soundtrack Version)","Frozen","","yes","72371923","",""
"Songs from Movies","Free","Kristen Bell","For the First Time in Forever (From ""Frozen""/Soundtrack Version)","Frozen","","yes","72371927","",""
"Songs from Movies","Free","Kristen Bell","Love Is an Open Door (From ""Frozen""/Soundtrack Version)","Frozen","","yes","72371928","",""
"Songs from Movies","Free","Kristen Bell","Some Things Never Change","Frozen 2","","yes","803932582","",""
"Songs from Movies","Free","La La Land Cast","Another Day Of Sun","La La Land","","yes","137727911","",""
"Songs from Movies","Free","Lady Gaga","Always Remember Us This Way","A Star Is Born","","yes","561856792","",""
"Songs from Movies","Free","Lady Gaga","Hold My Hand","Top Gun: Maverick","","yes","1738831217","",""
"Songs from Movies","Free","Lady Gaga","I'll Never Love Again (Film Version - Radio Edit)","A Star Is Born","","yes","561894232","",""
"Songs from Movies","Free","Lady Gaga","Shallow","A Star Is Born","","yes","561856742","",""
"Songs from Movies","Free","Lana Del Rey","Young And Beautiful","The Great Gatsby","","yes","66660698","",""
"Songs from Movies","Free","Lea Salonga","A Whole New World","Aladdin","","yes","120917666","",""
"Songs from Movies","Free","Leslie Odom Jr.","Wait for It","Hamilton","","yes","107832292","",""
"Songs from Movies","Free","Lil Wayne","Scared of the Dark","Spider-Man: Into the Spider-Verse","","yes","602456642","",""
"Songs from Movies","Free","Limahl","Never Ending Story","The NeverEnding Story","","yes","4615481","",""
"Songs from Movies","Free","Lin-Manuel Miranda","My Shot","Hamilton","YES","no - explicit","107832272","",""
"Songs from Movies","Free","Lin-Manuel Miranda","We Know The Way (Finale)","Moana","","yes","136340824","",""
"Songs from Movies","Free","Lindsey Buckingham","Holiday Road (National Lampoon's Vacation)","National Lampoon's Vacation","","yes","104095200","",""
"Songs from Movies","Free","Lionel Richie","All Night Long (All Night)","The Wedding Singer","","yes","917931","",""
"Songs from Movies","Free","Lionel Richie","Endless Love (From ""The Endless Love"" Soundtrack)","The Endless Love","","yes","906584","",""
"Songs from Movies","Free","Lionel Richie","Say You, Say Me","White Nights","","yes","905697","",""
"Songs from Movies","Free","Lisa Loeb","Stay (I Missed You)","Reality Bites","","yes","393731742","",""
"Songs from Movies","Free","Lizzo","Pink","Barbie","","yes","2373296465","",""
"Songs from Movies","Free","Lorde","Yellow Flicker Beat","The Hunger Games: Mockingjay – Part 1","","yes","86836305","",""
"Songs from Movies","Free","Loren Allred","Never Enough","The Greatest Showman","","yes","435175502","",""
"Songs from Movies","Free","Los Lobos","La Bamba","La Bamba","","yes","3819736","",""
"Songs from Movies","Free","Lou Gramm","Lost in the Shadows (The Lost Boys)","The Lost Boys","","yes","14617161","",""
"Songs from Movies","Free","Louis Armstrong","We Have All The Time In The World (Remastered 2003)","On Her Majesty's Secret Service","","yes","3169677","",""
"Songs from Movies","Free","Lynyrd Skynyrd","Sweet Home Alabama","Sweet Home Alabama","","yes","24949681","",""
"Songs from Movies","Free","Mandy Moore","I See the Light (From ""Tangled"" / Soundtrack Version)","Tangled","","yes","7599985","",""
